ward_id,segment_length_m,water_proximity,house_density,citizen_pressure,rainfall_sensor_mm,pump_runtime_hours,last_maintenance_days,blocked_target,mid_lat,mid_lon
4,16.687,0.83357,154.0,0.42227,45.9941,5.3634,65.2583,1,23.812444,90.372389
4,16.923,0.83434,149.0,0.47347,29.4072,2.9616,87.0735,1,23.812526,90.372262
4,13.786,0.83498,147.0,0.40339,63.5922,5.8117,28.9773,1,23.812602,90.372146
4,14.914,0.83516,149.0,0.4594,40.7752,5.0283,77.8521,1,23.812688,90.37205
4,33.831,0.83519,151.0,0.49492,68.7788,6.0944,146.8768,1,23.812843,90.371894
4,11.701,0.83519,151.0,0.44924,34.0545,10.7641,142.5815,1,23.812987,90.371749
4,13.106,0.835,148.0,0.41758,64.3034,5.7154,93.8606,1,23.813072,90.371676
4,22.767,0.8349,144.0,0.66802,40.9285,5.9899,77.7185,1,23.813189,90.371565
4,17.763,0.83485,134.0,0.66876,38.5526,4.3634,135.114,1,23.813319,90.371438
4,17.313,0.83461,126.0,0.46736,30.0858,4.4189,74.7095,1,23.813438,90.371333
4,14.217,0.83442,122.0,0.35386,60.2559,6.3506,61.8779,1,23.813544,90.371239
4,17.427,0.77921,109.0,0.53625,31.8534,4.9575,129.2667,1,23.814129,90.373966
4,6.039,0.77801,108.0,0.61094,58.9953,10.7051,118.7515,1,23.81423,90.373937
4,14.181,0.77705,106.0,0.45201,56.3778,3.3937,101.0323,1,23.814317,90.373908
4,14.934,0.7755,102.0,0.4489,38.4676,7.8336,170.6913,1,23.814443,90.373875
4,12.592,0.77383,98.0,0.5417,44.0933,6.4795,85.5763,1,23.814565,90.373853
4,12.909,0.77229,93.0,0.22475,46.9212,5.9821,146.67,1,23.814678,90.373833
4,6.485,0.7711,92.0,0.84748,59.4515,6.5224,96.5169,1,23.814764,90.373818
4,4.0,0.76697,84.0,0.44831,32.1562,3.1464,83.0732,1,23.815078,90.373752
4,9.746,0.7665,82.0,0.51792,60.2779,5.4494,115.0693,1,23.81512,90.373737
4,4.869,0.7658,81.0,0.48091,38.1196,8.0243,105.8367,1,23.815183,90.373717
4,4.626,0.76549,78.0,0.43297,56.602,2.8665,87.8552,1,23.815221,90.373697
4,34.22,0.76346,77.0,0.53551,41.6993,7.8874,101.0132,1,23.815389,90.373651
4,10.395,0.81125,140.0,0.47619,40.949,6.1736,62.3078,1,23.81221,90.373963
4,43.616,0.80638,128.0,0.47977,40.1388,5.6463,91.166,1,23.812266,90.374199
4,32.646,0.79956,127.0,0.78217,41.1323,5.4189,104.0397,1,23.81234,90.374534
4,4.0,0.79681,132.0,0.30009,30.1977,9.0789,84.1162,1,23.812352,90.374686
4,26.328,0.79811,129.0,0.38935,58.7071,3.8727,72.1649,1,23.812228,90.374733
4,36.788,0.80076,128.0,0.52097,43.7264,7.0541,87.6401,1,23.811964,90.374838
4,15.155,0.80116,125.0,0.27657,32.3552,6.9629,113.455,1,23.811806,90.374972
4,22.994,0.79834,123.0,0.60596,52.601,5.1973,111.5356,1,23.811804,90.375144
4,16.323,0.79529,119.0,0.23181,37.139,6.7902,103.9618,1,23.81181,90.375321
4,9.879,0.79369,115.0,0.33775,10.1793,5.3814,111.7879,1,23.811792,90.375434
4,8.621,0.79285,116.0,0.80569,55.5406,6.4201,52.083,1,23.811765,90.375512
4,11.435,0.79147,114.0,0.80186,50.2847,4.3842,81.4259,1,23.811758,90.375602
4,65.044,0.78623,105.0,0.54009,43.4533,4.3182,71.776,1,23.811729,90.375945
4,22.432,0.81396,143.0,0.57572,55.9348,5.5628,95.5411,1,23.812194,90.373816
4,32.175,0.7688,88.0,0.52388,40.878,5.6677,99.3914,1,23.814935,90.373785
6,24.081,0.91663,121.0,0.38398,47.3249,5.9888,57.5449,1,23.820942,90.374496
6,51.288,0.91395,129.0,0.78565,18.915,3.9654,116.4298,1,23.820636,90.374642
6,22.84,0.91121,133.0,0.44972,58.7293,7.3556,101.0903,1,23.820332,90.374781
6,12.758,0.90985,133.0,0.31791,30.2354,4.6787,84.2034,1,23.820186,90.374846
6,12.111,0.90886,131.0,0.71002,48.7175,4.1643,117.7522,1,23.820082,90.37489
6,39.629,0.77116,10.0,0.24261,46.8192,7.8582,69.4406,1,23.826175,90.370553
6,33.668,0.77767,12.0,0.49366,28.8656,6.3906,83.476,1,23.825851,90.370621
6,41.296,0.78415,16.0,0.59297,31.3233,6.5214,46.3163,1,23.825519,90.370677
6,17.376,0.78946,16.0,0.69369,27.3042,6.9169,118.8924,1,23.825264,90.370741
6,16.616,0.79284,17.0,0.61729,17.9578,8.5567,62.4299,1,23.825165,90.370844
6,17.365,0.79604,20.0,0.6395,43.1426,4.6004,127.7558,1,23.82506,90.370931
6,78.643,0.80465,24.0,0.51672,46.0923,8.2914,91.1658,1,23.824638,90.371026
6,75.456,0.8184,35.0,0.31831,64.8747,8.5518,120.7161,1,23.82396,90.371173
6,26.777,0.8275,39.0,0.55333,54.7813,6.6035,91.5942,1,23.823509,90.371268
6,27.117,0.83223,51.0,0.49838,56.2574,6.1926,87.6322,1,23.82327,90.371313
6,33.003,0.8375,52.0,0.61452,27.2776,5.4258,109.6446,1,23.823004,90.371364
6,30.499,0.84314,57.0,0.29447,48.4991,3.7884,60.0012,1,23.822724,90.371422
6,8.152,0.84639,61.0,0.33146,58.1179,4.4803,114.9455,1,23.822594,90.371487
6,29.382,0.84888,61.0,0.52926,23.2564,4.1791,100.6103,1,23.822613,90.371655
6,102.957,0.85718,66.0,0.38329,40.7429,7.0649,75.9662,1,23.822704,90.372243
6,12.395,0.86473,74.0,0.33486,30.0328,5.1397,85.7605,1,23.822727,90.37272
6,40.169,0.86943,83.0,0.5212,48.1012,5.0798,96.6321,1,23.822497,90.372771
6,51.953,0.87741,91.0,0.36013,33.3239,3.6546,105.1327,1,23.822088,90.372841
6,4.0,0.88208,91.0,0.15563,44.9882,5.171,99.6931,1,23.821846,90.372879
6,16.469,0.95392,112.0,0.27076,64.8659,3.897,68.3554,1,23.819144,90.382383
6,25.566,0.95563,107.0,0.47396,27.6568,6.6895,97.5761,1,23.819319,90.382454
6,31.619,0.95732,96.0,0.19045,53.9053,6.5134,120.18,1,23.819544,90.382578
6,16.867,0.95858,91.0,0.25793,58.8729,4.0052,159.8616,1,23.819732,90.38269
6,14.649,0.95998,89.0,0.27117,52.9723,5.7051,93.7703,1,23.819862,90.382737
6,19.131,0.96247,89.0,0.46047,46.1176,4.295,98.9613,1,23.820014,90.382739
6,26.275,0.96553,86.0,0.21128,45.344,4.6472,82.8646,1,23.820216,90.382757
6,11.369,0.96778,83.0,0.54393,35.7252,6.9075,99.7501,1,23.820383,90.38279
6,15.491,0.91804,112.0,0.60831,39.3796,7.4527,105.561,1,23.821103,90.37442
6,26.568,0.91049,106.0,0.24367,37.0661,3.6609,100.3032,1,23.821489,90.374228
6,26.909,0.91586,108.0,0.31936,54.1756,6.2637,128.8074,1,23.821274,90.374334
6,9.103,0.90843,131.0,0.53078,47.9227,8.0018,124.364,1,23.820006,90.374941
6,92.459,0.90522,129.0,0.47827,35.1658,7.9371,96.3052,1,23.819604,90.37515
6,99.879,0.89804,144.0,0.23954,47.7196,5.023,54.5091,1,23.818751,90.375572
6,9.484,0.90167,128.0,0.13282,39.8574,6.6908,125.4275,1,23.819191,90.37535
7,35.219,0.92175,100.0,0.22742,72.6776,8.2692,89.4015,1,23.824562,90.359449
7,50.589,0.9275,92.0,0.01812,31.2437,3.5704,82.1231,1,23.824947,90.35941
7,30.232,0.9331,91.0,0.34898,51.3614,3.6392,60.1816,1,23.82531,90.359383
7,37.205,0.93795,91.0,0.49744,30.3865,7.2963,49.6214,1,23.825613,90.35937
7,26.49,0.94286,96.0,0.36787,49.2161,7.369,58.0818,1,23.825899,90.359379
7,51.65,0.94865,97.0,0.40956,33.6022,7.5815,138.1046,1,23.82625,90.359375
7,15.809,0.95331,111.0,0.60805,45.7697,4.8766,28.3408,1,23.826553,90.359352
7,56.811,0.9583,116.0,0.28801,28.8134,5.8491,39.3928,1,23.826879,90.359325
7,16.575,0.96302,137.0,0.37291,47.0839,8.4891,52.0436,1,23.827205,90.359283
7,28.173,0.96407,147.0,0.59041,22.135,4.0813,84.4038,1,23.827373,90.359178
7,13.195,0.96434,141.0,0.40643,50.2698,5.3546,42.8236,1,23.827513,90.359054
7,9.939,0.96483,143.0,0.33285,36.8539,7.0243,31.8576,1,23.827598,90.358998
7,13.545,0.96539,142.0,0.09073,48.0597,6.0983,70.7187,1,23.827686,90.358943
7,17.774,0.9666,139.0,0.50106,40.4591,5.9676,51.5196,1,23.827812,90.358891
17,6.404,0.88295,47.0,0.51287,41.5672,6.9892,101.1074,1,23.793753,90.387363
17,4.48,0.88183,47.0,0.41233,50.1983,7.3016,86.1519,1,23.793714,90.387336
17,6.496,0.88068,47.0,0.44472,42.5334,7.3536,102.3567,1,23.793684,90.387296
17,5.265,0.87945,47.0,0.4119,50.697,5.6588,84.5915,1,23.793655,90.387252
17,4.836,0.87849,47.0,0.70151,53.4099,5.4519,62.324,1,23.793638,90.387212
17,13.798,0.8769,46.0,0.67577,56.2281,7.3541,107.168,1,23.793625,90.387129
17,10.188,0.87482,46.0,0.63902,53.4602,6.1538,119.9397,1,23.793607,90.387022
17,7.724,0.87327,45.0,0.50259,43.5175,4.6246,117.7673,1,23.793594,90.386943
17,11.011,0.87161,44.0,0.54282,43.7001,4.933,116.3299,1,23.793577,90.38686
17,12.904,0.8695,43.0,0.5313,51.9535,7.5167,131.1156,1,23.793556,90.386754
17,12.277,0.86728,41.0,0.6049,21.6699,5.8894,129.7428,1,23.793533,90.386643
17,11.778,0.86499,40.0,0.32237,61.3241,7.8755,145.6181,1,23.793498,90.386541
17,9.165,0.86301,36.0,0.37139,71.0782,7.0904,80.3853,1,23.793468,90.386453
17,4.0,0.86198,35.0,0.41949,51.3254,6.3579,68.4412,1,23.793457,90.386402
17,6.444,0.86107,34.0,0.55001,36.0411,6.6793,92.9864,1,23.793433,90.386371
17,7.42,0.85961,33.0,0.47353,52.7096,6.0541,119.5388,1,23.793383,90.386333
17,4.669,0.85836,33.0,0.46783,44.4598,5.4973,117.5099,1,23.793337,90.386304
17,12.04,0.85663,32.0,0.37419,44.6934,5.768,132.2242,1,23.793275,90.386263
17,18.037,0.85353,28.0,0.48757,53.266,8.9448,62.1978,1,23.793159,90.386192
17,73.324,0.84433,21.0,0.88346,52.928,2.9631,106.7381,1,23.792791,90.386009
19,16.469,0.95693,33.0,0.36421,49.8634,7.4008,59.8391,1,23.819144,90.382383
19,25.566,0.96103,37.0,0.34035,37.1895,8.7948,100.8828,1,23.819319,90.382454
19,31.619,0.9595,40.0,0.27475,47.9912,6.6985,59.6031,1,23.819544,90.382578
19,16.867,0.95858,44.0,0.5006,42.856,3.5395,65.806,1,23.819732,90.38269
19,14.649,0.95998,46.0,0.39152,47.4602,8.1466,135.8377,1,23.819862,90.382737
19,19.131,0.96247,50.0,0.27006,40.3593,3.7304,87.3065,1,23.820014,90.382739
19,26.275,0.96553,55.0,0.58688,40.7224,5.9973,68.8256,1,23.820216,90.382757
19,11.369,0.96778,54.0,0.30633,60.7168,2.0626,126.8029,1,23.820383,90.38279
20,6.404,0.89104,66.0,0.26366,48.4418,2.8312,95.6241,1,23.793753,90.387363
20,4.48,0.89216,67.0,0.28023,30.8998,7.605,88.1445,1,23.793714,90.387336
20,6.496,0.89331,72.0,0.50255,39.4485,4.7278,61.6757,1,23.793684,90.387296
20,5.265,0.89453,72.0,0.27612,38.5565,5.8972,62.7767,1,23.793655,90.387252
20,4.836,0.8955,73.0,0.70561,55.0871,7.4303,79.5549,1,23.793638,90.387212
20,13.798,0.89709,74.0,0.31031,47.2055,7.843,126.2395,1,23.793625,90.387129
20,10.188,0.89917,74.0,0.44509,44.761,6.6287,51.916,1,23.793607,90.387022
20,7.724,0.90072,77.0,0.54426,40.1457,6.6727,72.9497,1,23.793594,90.386943
20,11.011,0.90237,77.0,0.50019,39.2466,7.5051,113.1452,1,23.793577,90.38686
20,12.904,0.90448,78.0,0.30004,18.1149,7.1411,93.4099,1,23.793556,90.386754
20,12.277,0.90671,78.0,0.21601,36.7563,7.7804,89.1409,1,23.793533,90.386643
20,11.778,0.909,79.0,0.32717,29.5207,7.7147,134.2718,1,23.793498,90.386541
20,9.165,0.91097,81.0,0.66703,65.3999,9.8959,133.9251,1,23.793468,90.386453
20,4.0,0.91201,81.0,0.5,31.4333,8.3675,91.9387,1,23.793457,90.386402
20,6.444,0.91292,81.0,0.27732,67.1317,5.552,116.5245,1,23.793433,90.386371
20,7.42,0.91437,86.0,0.54977,46.9951,6.4967,67.8779,1,23.793383,90.386333
20,4.669,0.91562,87.0,0.26871,24.8706,3.6175,56.5082,1,23.793337,90.386304
20,12.04,0.91736,90.0,0.58442,47.5713,5.8689,111.5021,1,23.793275,90.386263
20,18.037,0.92046,95.0,0.64016,49.2633,2.6534,75.2692,1,23.793159,90.386192
20,73.324,0.92966,111.0,0.69663,40.9251,4.6043,105.0697,1,23.792791,90.386009
21,16.989,0.97221,0.0,0.18034,32.568,8.8405,68.2517,1,23.812522,90.454239
21,16.206,0.97052,0.0,0.5658,44.0032,7.8442,27.2954,1,23.818492,90.461197
23,54.58,0.91142,2.0,0.44535,19.6564,8.7728,100.666,1,23.791905,90.443058
23,221.33,0.92718,3.0,0.37733,47.1489,3.7541,55.8318,1,23.791795,90.44182
23,121.71,0.9509,3.0,0.29567,57.8706,4.5338,96.9755,1,23.791677,90.44028
23,111.51,0.96708,3.0,0.62772,60.1885,7.0788,93.6003,1,23.791601,90.439232
23,200.638,0.97093,2.0,0.31907,40.7086,6.2263,86.3669,1,23.791505,90.437829
23,260.513,0.96854,0.0,0.09247,36.8405,5.677,104.7295,1,23.791398,90.435755
23,67.815,0.9543,15.0,0.67711,43.6312,7.0928,106.6357,1,23.791266,90.434286
23,91.383,0.94054,26.0,0.28746,40.843,5.2219,75.268,1,23.791145,90.433581
23,43.861,0.92942,33.0,0.40616,40.1062,4.4705,120.1861,1,23.791084,90.432975
23,98.993,0.91662,35.0,0.51613,22.8852,8.0721,97.8515,1,23.79094,90.432351
23,61.015,0.90244,35.0,0.37173,50.1454,6.6698,101.3732,1,23.79079,90.43165
23,38.26,0.89437,35.0,0.34422,40.4637,4.5374,98.2024,1,23.790752,90.431205
23,31.26,0.88854,37.0,0.76344,26.1047,5.2059,110.1741,1,23.790713,90.430894
23,33.988,0.88281,41.0,0.38313,43.0919,3.6396,89.8018,1,23.790657,90.430606
23,45.59,0.87578,46.0,0.26665,39.4637,10.5139,94.5457,1,23.790587,90.430254
23,54.773,0.86693,56.0,0.33207,26.8017,3.4788,101.7361,1,23.790499,90.429811
23,46.136,0.85804,66.0,0.25763,58.4626,6.9122,84.3802,1,23.790412,90.429364
23,58.443,0.84904,69.0,0.6276,45.0804,5.1615,92.346,1,23.790337,90.428899
23,169.911,0.82943,73.0,0.15805,27.9841,7.7394,114.5968,1,23.790177,90.427884
23,31.208,0.81171,69.0,0.2212,52.0755,2.6814,85.9383,1,23.789997,90.426999
23,16.018,0.80704,71.0,0.18784,42.1664,7.3347,71.8518,1,23.789912,90.426805
23,15.486,0.80386,71.0,0.65885,51.1835,2.0846,74.1279,1,23.789846,90.42668
23,58.622,0.79604,67.0,0.57969,50.6239,4.3589,52.5469,1,23.789635,90.426422
23,49.732,0.78462,63.0,0.23384,66.2004,7.5991,70.6088,1,23.78933,90.426041
23,34.522,0.77617,61.0,0.34847,45.7836,4.3883,84.6198,1,23.789153,90.425711
23,4.0,0.77269,59.0,0.41833,22.207,7.4347,95.0535,1,23.789105,90.42555
23,37.754,0.76891,62.0,0.37688,54.9207,7.874,118.2447,1,23.789054,90.425375
23,26.053,0.90455,15.0,0.459,52.3205,4.2033,97.0375,1,23.796221,90.418742
24,39.346,0.8724,36.0,0.47455,43.5935,5.5891,118.4719,1,23.794138,90.41302
24,41.739,0.87744,33.0,0.38012,52.1543,5.9388,121.3537,1,23.793778,90.413077
24,39.435,0.88293,34.0,0.72072,63.9144,8.2364,137.3547,1,23.793414,90.413112
24,54.536,0.88922,33.0,0.36934,55.1303,5.8438,102.5078,1,23.792993,90.413156
24,81.583,0.89924,33.0,0.39218,38.7529,5.8904,107.218,1,23.79273,90.412817
24,38.323,0.90901,34.0,0.42329,78.7125,5.0216,71.8667,1,23.792681,90.41228
25,4.0,0.97426,106.0,0.64014,55.1431,4.582,103.6068,1,23.775059,90.407322
25,14.854,0.97273,105.0,0.54753,48.8487,5.6332,105.1326,1,23.774976,90.407331
25,5.301,0.97094,106.0,0.70195,40.7972,4.4646,156.5392,1,23.774887,90.40735
25,9.41,0.96955,105.0,0.54651,44.1003,7.3864,126.8271,1,23.774825,90.40737
25,14.108,0.96905,105.0,0.31477,52.5336,8.4409,148.3441,1,23.775612,90.404177
25,28.945,0.97083,104.0,0.59233,48.6538,5.3683,123.5736,1,23.775559,90.40423
25,17.064,0.97353,103.0,0.56926,45.0486,5.1046,128.9279,1,23.775356,90.40419
25,14.526,0.97556,103.0,0.34626,49.1186,4.7125,105.067,1,23.775215,90.40417
25,5.444,0.96669,100.0,0.60567,59.205,2.9528,158.8507,1,23.775633,90.404056
25,4.0,0.96735,102.0,0.55771,68.135,3.3423,91.6344,1,23.775633,90.404096
25,44.956,0.95527,93.0,0.37155,71.2797,6.8369,96.9701,1,23.77777,90.405446
25,4.0,0.95882,91.0,0.78293,65.9817,1.77,85.3507,1,23.777769,90.405657
25,4.0,0.95917,92.0,0.37278,38.9571,7.986,108.2366,1,23.777767,90.405677
25,4.0,0.95965,93.0,0.85442,59.1713,4.4688,91.9139,1,23.777758,90.405697
25,4.0,0.95917,92.0,0.35315,48.2501,6.6099,138.9282,1,23.777767,90.405677
25,58.835,0.9644,90.0,0.42139,49.4001,7.4617,112.0763,1,23.777747,90.405971
25,25.887,0.96794,84.0,0.49009,49.087,6.1334,124.9939,1,23.777739,90.406352
27,54.58,0.91142,0.0,0.38134,48.6475,6.2956,74.7592,1,23.791905,90.443058
27,221.33,0.89261,0.0,0.44993,40.6277,5.8116,99.0324,1,23.791795,90.44182
27,121.71,0.87446,0.0,0.48866,58.4541,5.536,92.833,1,23.791677,90.44028
27,111.51,0.8932,0.0,0.21317,47.0077,4.2032,110.3655,1,23.791601,90.439232
27,200.638,0.88819,0.0,0.35152,48.2416,5.1721,100.8978,1,23.791505,90.437829
27,260.513,0.87448,0.0,0.36687,40.1424,6.7519,92.3432,1,23.791398,90.435755
27,67.815,0.85522,0.0,0.3944,43.0733,5.291,36.6176,1,23.791266,90.434286
27,91.383,0.84546,0.0,0.55341,40.3045,7.8725,79.5788,1,23.791145,90.433581
27,43.861,0.83638,0.0,0.38887,57.2694,8.012,82.9794,1,23.791084,90.432975
27,98.993,0.82837,0.0,0.16908,32.2671,8.6294,79.9956,1,23.79094,90.432351
27,61.015,0.81919,0.0,0.36036,37.1138,7.5277,120.0559,1,23.79079,90.43165
27,38.26,0.81241,0.0,0.44655,21.0541,4.791,67.3248,1,23.790752,90.431205
27,31.26,0.80789,0.0,0.27674,52.8446,3.8287,85.0062,1,23.790713,90.430894
27,33.988,0.80401,0.0,0.71868,39.1171,2.7143,88.7231,1,23.790657,90.430606
27,45.59,0.79932,0.0,0.38111,49.4734,6.5894,65.742,1,23.790587,90.430254
27,54.773,0.79338,0.0,0.2858,44.2799,6.3924,84.8293,1,23.790499,90.429811
27,46.136,0.78741,0.0,0.38895,26.8149,3.4692,58.5227,1,23.790412,90.429364
27,58.443,0.78091,0.0,0.40455,29.6696,4.6973,104.2194,1,23.790337,90.428899
27,169.911,0.76665,0.0,0.50057,48.3308,7.5012,45.3669,1,23.790177,90.427884
27,31.208,0.76714,0.0,0.35746,50.1151,5.2222,48.2746,1,23.789997,90.426999
27,16.018,0.7718,0.0,0.37299,55.8306,5.3025,51.1572,1,23.789912,90.426805
27,15.486,0.77426,0.0,0.16898,43.4873,6.1473,105.9453,1,23.789846,90.42668
27,58.622,0.77347,0.0,0.56362,63.7287,5.6337,117.0642,1,23.789635,90.426422
27,49.732,0.77221,1.0,0.53883,49.7124,7.5889,124.7109,1,23.78933,90.426041
27,34.522,0.76966,1.0,0.16769,33.4017,6.6313,59.9785,0,23.789153,90.425711
27,4.0,0.76777,1.0,0.45646,57.6769,6.4951,64.76,1,23.789105,90.42555
27,37.754,0.76572,1.0,0.29992,29.7305,8.2172,59.555,1,23.789054,90.425375
60,26.548,0.94017,38.0,0.26741,45.3773,7.1623,32.0364,1,23.733647,90.355722
60,28.528,0.93676,39.0,0.33983,35.8941,2.9886,82.0261,1,23.733599,90.355878
60,24.15,0.93841,41.0,0.3533,39.9135,7.0032,98.9361,1,23.733757,90.355937
60,25.235,0.94182,39.0,0.19665,47.3351,5.3444,69.1541,1,23.733805,90.355781
65,123.194,0.98131,32.0,0.54432,29.9746,7.2145,81.6238,1,23.734284,90.380796
65,82.543,0.98699,45.0,0.63023,42.0366,7.4038,123.2101,1,23.735686,90.381636
77,34.029,0.94429,192.0,0.55168,54.4488,5.1248,79.1971,1,23.723293,90.400197
77,4.895,0.94748,203.0,0.54924,38.7601,5.6342,49.8287,1,23.723119,90.400181
77,4.0,0.94049,182.0,0.33912,44.1171,6.2882,85.2023,1,23.723468,90.400251
77,4.0,0.94597,242.0,0.64778,63.5761,6.7469,98.7881,1,23.721671,90.40083
77,4.0,0.94623,241.0,0.53804,37.0586,4.9424,116.0406,1,23.721685,90.400829
77,5.476,0.9359,184.0,0.60476,48.6524,8.2859,93.172,1,23.723014,90.40098
77,4.0,0.93621,184.0,0.49727,72.8834,6.4075,130.961,1,23.723022,90.400953
77,6.705,0.93669,187.0,0.33363,49.0068,5.4079,108.0583,1,23.723027,90.40092
77,16.798,0.93831,191.0,0.33591,35.1746,2.1068,93.7799,1,23.723035,90.400814
77,6.553,0.93996,192.0,0.56387,32.8111,5.0142,101.0871,1,23.723041,90.40071
77,8.179,0.94158,195.0,0.17265,27.8775,1.5122,83.6062,1,23.722627,90.401027
77,6.25,0.9402,193.0,0.5488,35.6905,6.4055,138.3864,1,23.722648,90.401089
77,4.0,0.93949,187.0,0.41199,54.6979,6.4248,115.3806,1,23.722662,90.401116
77,4.0,0.93929,187.0,0.6292,48.1358,3.5694,101.5237,1,23.722676,90.401115
77,7.133,0.93889,187.0,0.67332,52.3249,6.8836,8.1514,1,23.722714,90.4011
77,18.574,0.93766,189.0,0.4613,64.8663,5.5683,76.3604,1,23.722824,90.401064
77,12.148,0.93619,182.0,0.58758,48.731,5.5688,116.6994,1,23.722955,90.401021
77,4.683,0.93985,192.0,0.34473,44.2853,7.0123,145.0201,1,23.723052,90.400705
77,4.0,0.937,168.0,0.67208,52.1538,8.5903,96.0345,1,23.72233,90.401599
77,4.0,0.93685,167.0,0.29947,47.4839,8.452,45.9449,1,23.722378,90.401559
77,4.0,0.93685,167.0,0.44029,45.7971,4.1243,99.4436,1,23.722375,90.401562
77,5.773,0.93693,168.0,0.60258,42.0446,5.3943,72.6284,1,23.722352,90.40158
77,4.0,0.93701,168.0,0.67469,59.168,4.4411,104.6275,1,23.722324,90.401603
77,20.452,0.93738,172.0,0.31511,37.6122,4.1763,104.9148,1,23.722247,90.401658
77,5.449,0.93785,170.0,0.55052,28.797,5.3376,110.9918,1,23.722152,90.401725
77,4.022,0.93801,171.0,0.22234,42.6419,6.535,86.8536,1,23.722117,90.401751
77,11.12,0.93812,172.0,0.33063,53.0092,5.5366,87.6471,1,23.72231,90.401551
77,10.39,0.94033,178.0,0.28034,51.1608,6.8737,92.369,1,23.722251,90.401478
77,4.0,0.94182,184.0,0.41738,57.5373,4.5696,105.8729,1,23.7222,90.401438
77,4.0,0.93704,167.0,0.31142,55.8804,4.069,94.7704,1,23.722368,90.401558
77,8.066,0.93806,172.0,0.47517,50.5681,6.6361,97.2105,1,23.722342,90.401522
77,4.0,0.93927,173.0,0.56404,15.7008,6.0435,91.1631,1,23.722316,90.401476
77,4.0,0.93994,178.0,0.33692,36.9383,5.2006,83.271,1,23.722307,90.401445
77,5.87,0.94079,181.0,0.4753,47.1715,5.3531,64.5173,1,23.722296,90.401405
77,7.621,0.94202,188.0,0.46399,55.0767,8.0395,105.6471,1,23.722282,90.401346
77,10.356,0.94146,135.0,0.43901,73.6579,4.3765,83.0097,1,23.723233,90.401675
77,16.282,0.94248,132.0,0.54136,42.1803,4.7558,97.1378,1,23.723184,90.401784
77,11.482,0.94334,126.0,0.47274,42.5183,2.6233,93.894,1,23.723126,90.401895
77,29.314,0.94431,128.0,0.47021,42.0349,6.6768,61.6104,1,23.723328,90.40175
77,27.404,0.95015,116.0,0.67724,32.2784,7.4789,92.4217,1,23.723458,90.40197
77,6.505,0.94302,128.0,0.05032,49.7451,3.2515,87.3131,1,23.723087,90.401914
77,18.553,0.9407,135.0,0.05735,49.8374,3.8853,58.4529,1,23.723056,90.401805
77,4.0,0.9387,142.0,0.44559,58.7325,3.6642,109.2769,1,23.723032,90.40171
77,4.0,0.93822,142.0,0.44718,55.1663,5.4613,112.9747,1,23.723018,90.401695
77,4.0,0.94541,126.0,0.46236,45.3797,8.1331,41.7454,1,23.723339,90.401805
77,4.0,0.94528,126.0,0.50845,63.0005,6.2136,68.4609,1,23.723336,90.401801
