ward_id,water_proximity,drainage_congestion,impervious_surface,elevation_proxy,rainfall_sensor_mm,citizen_flood_pressure,target_risk,lat,lon
1,1.0,0.46184,0.04812,0.75703,7.7361,0.40987,0.396083,23.873442,90.418982
1,1.0,0.47448,1.0,0.76208,28.833,0.20176,0.496363,23.86696,90.422198
1,1.0,0.46592,1.0,0.73885,18.8389,0.32066,0.60213,23.866113,90.42143
1,1.0,0.36718,0.02034,0.73288,43.0334,0.27515,0.424536,23.874911,90.430487
1,1.0,0.3761,0.02034,0.70689,8.6491,0.37968,0.408048,23.873005,90.429651
1,1.0,0.48726,0.02034,0.71297,41.8017,0.30957,0.486341,23.875287,90.429411
1,1.0,0.48554,0.02034,0.69028,16.7986,0.09825,0.357775,23.875542,90.42934
1,1.0,0.41045,0.35367,0.73032,35.1696,0.1927,0.430092,23.872724,90.415002
1,1.0,0.32974,0.02034,0.75408,2.4745,0.17575,0.331788,23.871444,90.431162
1,1.0,0.47259,0.02034,0.74602,29.6764,0.57792,0.543447,23.869568,90.431146
1,1.0,0.37799,0.02034,0.62669,29.6556,0.45921,0.387802,23.870043,90.434163
1,1.0,0.4496,0.02034,0.68488,37.7935,0.35335,0.444722,23.870177,90.438291
1,1.0,0.49822,0.02034,0.78441,34.9783,0.1939,0.304037,23.877888,90.433301
1,1.0,0.42913,0.02034,0.65213,29.8805,0.28655,0.40153,23.878685,90.432843
1,1.0,0.39381,0.04812,0.69575,23.7743,0.1551,0.28607,23.878716,90.430931
1,1.0,0.46807,1.0,0.72197,55.2807,0.44517,0.605066,23.863703,90.399623
1,1.0,0.38419,0.38145,0.69733,46.1975,0.3225,0.549982,23.851638,90.387022
1,1.0,0.43908,0.02034,0.6568,43.3971,0.01754,0.419683,23.855223,90.378245
1,1.0,0.40163,0.02034,0.76269,27.8446,0.33156,0.410787,23.852344,90.378931
1,1.0,0.31459,0.13145,0.78235,27.7328,0.39248,0.457219,23.851995,90.383692
1,1.0,0.41696,0.02034,0.82871,33.2712,0.35405,0.389653,23.851597,90.381674
1,1.0,0.40499,0.02034,0.76878,37.8301,0.31741,0.383256,23.853322,90.3826
1,1.0,0.38492,0.02034,0.78657,34.0071,0.24251,0.389564,23.852855,90.382243
1,1.0,0.41595,0.04812,0.73836,30.2131,0.28702,0.446615,23.855899,90.382941
1,1.0,0.38568,0.35367,0.79449,36.6343,0.04054,0.413332,23.865511,90.413805
1,1.0,0.46046,0.10367,0.55928,51.7279,0.40735,0.537098,23.863352,90.412055
1,1.0,0.58725,1.0,0.75498,16.1917,0.25948,0.614676,23.862249,90.416351
1,1.0,0.37424,1.0,0.65791,9.1972,0.17085,0.608689,23.862227,90.41668
1,1.0,0.32332,0.40923,0.73487,49.8957,0.25208,0.427889,23.861326,90.414979
1,1.0,0.42061,0.02034,0.68172,48.4222,0.12339,0.435748,23.862687,90.4136
1,1.0,0.44861,0.10367,0.7381,34.7889,0.21933,0.392856,23.863294,90.413891
1,1.0,0.42552,0.15923,0.75757,25.3254,0.45655,0.382708,23.863836,90.412979
1,1.0,0.42058,1.0,0.611,57.0765,0.69638,0.709933,23.862643,90.416143
1,1.0,0.46758,0.02034,0.71231,59.2756,0.3846,0.534558,23.862826,90.414203
1,1.0,0.48863,0.77034,0.74572,0.0,0.21494,0.54996,23.862893,90.415393
1,1.0,0.49546,1.0,0.68815,47.9066,0.30023,0.606378,23.863564,90.415928
1,1.0,0.56563,0.49256,0.75593,17.047,0.30257,0.513259,23.863671,90.414877
1,1.0,0.46167,0.71478,0.72716,8.983,0.16933,0.424189,23.864864,90.415052
1,1.0,0.38493,0.27034,0.70965,33.0471,0.31291,0.439071,23.849846,90.385021
1,1.0,0.47771,0.937,0.75944,15.836,0.45503,0.626704,23.854764,90.422686
1,1.0,0.45481,1.0,0.70128,33.1483,0.3755,0.663147,23.855543,90.421136
1,1.0,0.52558,1.0,0.76785,34.7343,0.33603,0.614375,23.855824,90.424742
1,1.0,0.48562,1.0,0.77172,10.5903,0.4125,0.572649,23.856306,90.425183
1,1.0,0.35611,1.0,0.72051,39.554,0.35875,0.57312,23.856202,90.424516
1,1.0,0.39332,0.29812,0.74816,27.1507,0.23307,0.409292,23.854782,90.408628
1,1.0,0.46726,0.29812,0.71974,17.0262,0.44388,0.503214,23.855163,90.408706
1,1.0,0.4776,0.29812,0.6033,16.4132,0.40569,0.442568,23.854629,90.408025
1,1.0,0.40997,1.0,0.68229,31.5605,0.29388,0.606438,23.865857,90.422103
1,1.0,0.40053,0.99256,0.75314,23.8484,0.12741,0.518728,23.866921,90.422678
1,1.0,0.44597,0.40923,0.67057,27.8053,0.21324,0.570069,23.862387,90.429373
1,1.0,0.37912,1.0,0.73766,57.5126,0.45069,0.612045,23.861251,90.422586
1,1.0,0.49501,1.0,0.7833,0.0,0.4179,0.606231,23.861878,90.419958
1,1.0,0.50126,1.0,0.70926,24.7191,0.37437,0.633608,23.867045,90.418498
1,1.0,0.36494,1.0,0.69646,65.2849,0.4172,0.664675,23.860869,90.4242
1,1.0,0.47195,1.0,0.70098,45.3359,0.3894,0.733084,23.862823,90.425193
1,1.0,0.47617,1.0,0.73172,38.0583,0.24876,0.67615,23.864421,90.419089
1,1.0,0.42586,0.02034,0.85205,26.0562,0.38877,0.300245,23.860595,90.380147
2,1.0,0.26314,0.62328,0.79526,44.234,0.31985,0.490962,23.877912,90.394464
2,1.0,0.28925,1.0,0.67887,9.8005,0.41018,0.5919,23.872034,90.39308
2,1.0,0.24482,0.90106,0.76109,7.9564,0.26574,0.591449,23.863556,90.392981
2,1.0,0.31705,1.0,0.72475,37.6589,0.41197,0.58249,23.867045,90.392893
2,1.0,0.28366,0.31772,0.79549,40.7315,0.25478,0.420771,23.882411,90.399075
2,1.0,0.22536,0.03995,0.74989,32.0972,0.3296,0.328302,23.892946,90.392975
2,1.0,0.31126,0.03995,0.68608,25.7446,0.19935,0.38412,23.887277,90.399467
2,1.0,0.2715,0.01217,0.73828,78.2957,0.22183,0.433217,23.890803,90.402412
2,1.0,0.29563,0.01217,0.73301,41.7551,0.08216,0.334867,23.893194,90.406661
2,1.0,0.22202,0.01217,0.72538,26.1825,0.50614,0.336076,23.893702,90.408111
2,1.0,0.37308,0.01217,0.81553,13.9415,0.28031,0.390731,23.888196,90.39988
2,1.0,0.31098,0.01217,0.74327,49.2545,0.23491,0.400021,23.890255,90.399844
2,1.0,0.31005,0.03995,0.7183,36.6434,0.19947,0.311883,23.885411,90.408682
2,1.0,0.32079,0.01217,0.79903,41.4589,0.27575,0.435044,23.863073,90.359088
2,1.0,0.42533,0.01217,0.83718,49.8973,0.36575,0.465012,23.881644,90.377171
2,1.0,0.28942,0.01217,0.79508,23.1501,0.35008,0.354752,23.889121,90.39043
2,1.0,0.34354,0.03995,0.81671,19.0673,0.47833,0.39504,23.888536,90.389931
2,1.0,0.31317,0.01217,0.80381,25.782,0.30719,0.308023,23.879204,90.365905
2,1.0,0.35655,0.01217,0.75391,22.6582,0.41732,0.342165,23.873521,90.412197
2,1.0,0.28674,0.01217,0.78774,24.6993,0.46476,0.397908,23.87919,90.411125
2,1.0,0.26829,0.01217,0.77278,12.7852,0.19913,0.330842,23.886085,90.37628
2,1.0,0.27076,0.06772,0.86585,15.8795,0.24308,0.384128,23.88019,90.406643
2,1.0,0.27227,0.01217,0.79727,20.6115,0.40237,0.301162,23.882299,90.415719
2,1.0,0.37736,0.01217,0.68052,36.3393,0.47848,0.390148,23.877528,90.409926
2,1.0,0.3885,0.01217,0.83049,36.8005,0.38291,0.477115,23.874344,90.352226
2,1.0,0.32716,0.01217,0.78448,31.0625,0.28523,0.341555,23.879825,90.363088
2,1.0,0.22727,0.01217,0.76849,14.9484,0.25456,0.35613,23.878715,90.369988
2,1.0,0.26031,0.03995,0.83354,19.8431,0.33729,0.299918,23.887278,90.384159
2,1.0,0.31971,0.76217,0.78645,49.4499,0.42229,0.603032,23.880663,90.397761
2,1.0,0.20088,1.0,0.71619,9.3993,0.31932,0.4699,23.877579,90.402547
2,1.0,0.32073,0.01217,0.78743,0.0,0.40498,0.360176,23.878418,90.373699
2,1.0,0.2884,0.01217,0.85982,36.935,0.34467,0.309064,23.884631,90.376052
2,1.0,0.32509,0.01217,0.80779,6.8464,0.12708,0.315551,23.884869,90.375416
2,1.0,0.37315,0.01217,0.77436,43.7654,0.20621,0.415823,23.883629,90.381056
2,1.0,0.371,0.01217,0.79237,37.5381,0.18311,0.389824,23.885066,90.38131
2,1.0,0.23317,0.01217,0.81061,3.4721,0.47885,0.348575,23.875898,90.374816
2,1.0,0.38012,0.01217,0.79877,16.8535,0.32783,0.307769,23.877603,90.375046
2,1.0,0.2308,0.01217,0.72445,11.6111,0.36164,0.282674,23.87777,90.377019
2,1.0,0.31739,0.01217,0.84356,30.1732,0.29656,0.336677,23.878144,90.376608
2,1.0,0.31204,0.03995,0.78189,16.9473,0.1938,0.339132,23.888421,90.387894
2,1.0,0.26775,0.01217,0.89339,50.8609,0.25212,0.360105,23.893545,90.385983
2,1.0,0.22377,0.01217,0.8054,0.0,0.4763,0.314381,23.877017,90.413674
2,1.0,0.30647,0.01217,0.76543,28.6569,0.38639,0.352868,23.888469,90.3732
2,1.0,0.35804,0.01217,0.7907,10.4278,0.14001,0.408727,23.887974,90.372339
2,1.0,0.30005,0.01217,0.84137,29.2593,0.57691,0.382459,23.887124,90.372234
2,1.0,0.22233,0.01217,0.79426,43.4518,0.41882,0.42495,23.887367,90.370659
2,1.0,0.33564,0.17884,0.79928,32.8725,0.18293,0.358623,23.881408,90.392309
2,1.0,0.28152,0.56772,0.79238,40.1795,0.11703,0.508797,23.879916,90.391314
2,1.0,0.26664,0.06772,0.80917,62.5686,0.17077,0.315782,23.887316,90.39661
2,1.0,0.34151,0.01217,0.78432,21.8903,0.26974,0.239314,23.888787,90.396345
2,1.0,0.27799,0.01217,0.79869,49.1724,0.28601,0.387181,23.894326,90.403839
2,1.0,0.36059,0.01217,0.77783,58.1208,0.27921,0.334741,23.870487,90.364837
2,1.0,0.26791,0.01217,0.81915,38.7358,0.2932,0.284727,23.872427,90.352226
2,1.0,0.31285,0.01217,0.71009,50.6358,0.1684,0.332224,23.884447,90.364633
2,1.0,0.32853,0.01217,0.81893,35.7464,0.50928,0.364432,23.887734,90.37341
2,1.0,0.33497,0.01217,0.8323,48.3493,0.46519,0.48607,23.886612,90.373164
2,1.0,0.26411,0.01217,0.79239,22.2706,0.28377,0.463231,23.887721,90.371931
2,1.0,0.32452,0.01217,0.7639,18.4616,0.23235,0.283811,23.886527,90.369265
2,1.0,0.33731,0.01217,0.81807,55.1016,0.47306,0.395878,23.88803,90.369008
2,1.0,0.35054,0.01217,0.85301,79.8635,0.08473,0.40416,23.888588,90.368515
2,1.0,0.26239,0.03995,0.85084,11.0802,0.29654,0.333995,23.884007,90.38813
2,1.0,0.24903,0.01217,0.74888,48.1227,0.15357,0.314824,23.896903,90.409153
2,1.0,0.27851,0.01217,0.76917,39.6416,0.32308,0.430975,23.860595,90.380147
2,1.0,0.36675,0.01217,0.81397,13.5471,0.20373,0.297318,23.865117,90.366666
2,1.0,0.25338,0.01217,0.75262,25.389,0.23778,0.296624,23.858768,90.371811
2,1.0,0.26488,0.23439,0.85186,14.4258,0.42833,0.322082,23.878936,90.405199
2,1.0,0.236,0.37328,0.84729,6.1069,0.36691,0.388945,23.874047,90.379097
2,1.0,0.28469,1.0,0.76374,31.3145,0.24176,0.595578,23.877039,90.383843
2,1.0,0.31939,0.01217,0.80149,29.3356,0.2015,0.423792,23.880002,90.369436
2,1.0,0.31817,0.01217,0.73644,31.0888,0.33879,0.410512,23.890346,90.41257
2,1.0,0.29287,0.01217,0.81805,27.0881,0.52467,0.469389,23.842368,90.354674
2,1.0,0.2031,0.01217,0.77469,19.7807,0.45617,0.262896,23.8646,90.35936
2,1.0,0.32578,0.01217,0.77266,23.1744,0.39822,0.436307,23.868033,90.351987
2,1.0,0.34561,0.01217,0.80845,23.8537,0.20511,0.398734,23.865323,90.369392
2,1.0,0.317,0.01217,0.75873,43.2659,0.31033,0.481469,23.88241,90.361476
2,1.0,0.25052,0.12328,0.76244,39.7629,0.17451,0.280944,23.871113,90.377751
2,1.0,0.31943,0.01217,0.77781,53.3674,0.23262,0.451426,23.866049,90.374611
2,1.0,0.25472,0.01217,0.67219,20.8402,0.33386,0.2773,23.86699,90.374662
2,1.0,0.32631,0.01217,0.71785,57.071,0.40481,0.536387,23.863271,90.374217
2,1.0,0.24619,0.01217,0.74274,8.1671,0.27271,0.282273,23.865305,90.373801
2,1.0,0.17107,0.01217,0.85342,41.8307,0.38847,0.286687,23.86479,90.36181
2,1.0,0.26538,0.01217,0.7676,12.919,0.39333,0.425431,23.866951,90.374661
2,1.0,0.25703,0.01217,0.7393,46.3949,0.32778,0.373263,23.866909,90.374658
2,1.0,0.2456,1.0,0.72376,15.3848,0.45556,0.6097,23.876443,90.383341
2,1.0,0.1932,0.37328,0.67725,24.206,0.16815,0.419318,23.880425,90.392871
2,1.0,0.32187,0.37328,0.76521,38.989,0.5193,0.570406,23.880333,90.392093
2,1.0,0.33394,0.70661,0.81039,46.8454,0.21491,0.531612,23.877412,90.394199
2,1.0,0.28248,0.56772,0.83637,2.8719,0.33423,0.479904,23.879746,90.391361
2,1.0,0.25572,0.51217,0.705,47.9011,0.2049,0.444269,23.879628,90.392009
3,1.0,0.43741,1.0,0.63762,26.9557,0.2757,0.491954,23.836712,90.369818
3,1.0,0.3873,1.0,0.65562,26.976,0.47394,0.590735,23.830757,90.367489
3,1.0,0.50949,1.0,0.68359,69.3719,0.43076,0.680856,23.833015,90.366063
3,1.0,0.4877,0.33217,0.6862,50.7827,0.34749,0.581225,23.838641,90.361779
3,1.0,0.39033,0.4155,0.69057,31.6626,0.43385,0.557604,23.835992,90.361851
3,1.0,0.38825,0.02661,0.81335,27.1943,0.18983,0.232411,23.863073,90.359088
3,1.0,0.47255,0.19328,0.78348,3.5459,0.0,0.338351,23.84523,90.356204
3,1.0,0.36173,1.0,0.71676,44.042,0.31278,0.6095,23.83181,90.36563
3,1.0,0.47803,1.0,0.69376,19.3456,0.51871,0.60441,23.83654,90.364921
3,1.0,0.45734,0.44328,0.70422,45.0317,0.33285,0.579812,23.855223,90.378245
3,1.0,0.47451,0.6655,0.67422,43.494,0.28762,0.600034,23.852344,90.378931
3,1.0,0.45089,0.77661,0.73733,26.0337,0.29898,0.598873,23.853256,90.376583
3,1.0,0.34961,0.80439,0.71599,17.5395,0.21155,0.475631,23.85194,90.375753
3,1.0,0.40328,0.60994,0.71356,6.0437,0.1393,0.490424,23.855497,90.37569
3,1.0,0.35771,1.0,0.68932,9.4349,0.0,0.501285,23.829763,90.367167
3,1.0,0.44576,1.0,0.69429,24.5385,0.49715,0.591245,23.829859,90.366543
3,1.0,0.40379,1.0,0.7295,32.8964,0.1693,0.50258,23.829807,90.365359
3,1.0,0.37922,0.85994,0.73229,46.0477,0.37327,0.571944,23.83098,90.364639
3,1.0,0.43883,1.0,0.70028,11.8053,0.44199,0.59361,23.831587,90.372791
3,1.0,0.48655,0.02661,0.65737,25.2345,0.32287,0.42932,23.849521,90.359401
3,1.0,0.35343,0.13772,0.82585,29.5634,0.34421,0.318809,23.851758,90.355884
3,1.0,0.47774,0.94328,0.70002,35.3876,0.06733,0.545834,23.832474,90.367729
3,1.0,0.35423,1.0,0.77902,15.0732,0.26383,0.514302,23.830716,90.366244
3,1.0,0.41554,0.02661,0.81338,35.3456,0.07061,0.403997,23.865117,90.366666
3,1.0,0.46263,0.02661,0.76563,41.1417,0.35857,0.475806,23.85528,90.361926
3,1.0,0.36328,0.02661,0.77488,26.0048,0.15073,0.298292,23.854995,90.363927
3,1.0,0.45605,0.10994,0.83868,29.3633,0.1829,0.401919,23.856937,90.364141
3,1.0,0.38248,0.10994,0.76785,6.9614,0.13236,0.393283,23.858768,90.371811
3,1.0,0.44529,0.10994,0.69425,35.6086,0.45869,0.323017,23.847404,90.358922
3,1.0,0.52617,0.08217,0.77159,24.56,0.31786,0.41487,23.850489,90.356852
3,1.0,0.44517,0.02661,0.78741,53.9163,0.25292,0.439678,23.848916,90.349671
3,1.0,0.41717,0.05439,0.76333,64.0738,0.3148,0.459776,23.845801,90.361589
3,1.0,0.38409,0.10994,0.85822,24.899,0.09272,0.285564,23.847911,90.360437
3,1.0,0.548,0.38772,0.7161,29.4333,0.33179,0.469407,23.842099,90.364308
3,1.0,0.45982,0.08217,0.75211,42.5748,0.27953,0.408457,23.844058,90.364004
3,1.0,0.32169,0.02661,0.77806,15.1052,0.31434,0.369642,23.848692,90.364314
3,1.0,0.39947,0.02661,0.71246,42.1847,0.16041,0.355965,23.852375,90.367257
3,1.0,0.4148,0.02661,0.7505,60.4008,0.20278,0.502408,23.850793,90.364623
3,1.0,0.49656,0.02661,0.6868,51.3823,0.25001,0.492413,23.84933,90.366144
3,1.0,0.45864,0.02661,0.81053,12.9629,0.39659,0.40578,23.849706,90.363358
3,1.0,0.42238,0.02661,0.74507,28.5544,0.53869,0.45688,23.850343,90.363496
3,1.0,0.44891,0.02661,0.72141,42.2632,0.35853,0.376336,23.852037,90.363729
3,1.0,0.42633,0.02661,0.73301,57.7243,0.56974,0.512534,23.85066,90.362187
3,1.0,0.54839,0.02661,0.69554,34.9701,0.08657,0.376402,23.842368,90.354674
3,1.0,0.40888,0.24883,0.71874,31.274,0.16261,0.458974,23.836514,90.378551
3,1.0,0.40139,0.02661,0.73326,47.1324,0.37923,0.400213,23.8646,90.35936
3,1.0,0.3339,0.02661,0.81386,2.3372,0.21754,0.34948,23.868033,90.351987
3,1.0,0.39725,0.05439,0.6608,48.8237,0.25309,0.345405,23.846747,90.372867
3,1.0,0.39101,0.83217,0.73049,3.9745,0.18879,0.380164,23.84115,90.368653
3,1.0,0.52761,0.02661,0.74587,26.0326,0.15142,0.367648,23.830769,90.340759
3,1.0,0.44558,0.02661,0.71596,58.3872,0.41342,0.436366,23.86479,90.36181
3,1.0,0.39195,0.08217,0.83815,41.7254,0.1388,0.422716,23.846213,90.361387
3,1.0,0.39456,0.02661,0.66528,42.8647,0.25678,0.28826,23.844745,90.363167
3,0.89292,0.42447,1.0,0.65981,43.807,0.24777,0.556602,23.823765,90.371511
4,1.0,0.61026,1.0,0.66543,23.6025,0.36801,0.653751,23.807772,90.367076
4,1.0,0.55644,1.0,0.67078,40.475,0.35008,0.681792,23.819323,90.384788
4,0.88105,0.68888,1.0,0.69797,10.0809,0.31262,0.666336,23.812698,90.37226
4,0.84139,0.65251,1.0,0.63387,42.8491,0.15826,0.661933,23.814443,90.373886
4,0.83441,0.55192,1.0,0.6822,43.2116,0.38757,0.696136,23.815217,90.373707
4,0.85725,0.59862,1.0,0.74503,75.8725,0.2404,0.689577,23.811984,90.374997
4,0.86868,0.53987,1.0,0.73016,47.8877,0.46931,0.628055,23.812194,90.373816
4,0.8368,0.70908,1.0,0.69597,12.3287,0.37849,0.712867,23.814935,90.373785
5,1.0,0.38759,1.0,0.58222,25.6042,0.40766,0.527982,23.808149,90.386647
5,1.0,0.33581,1.0,0.70096,11.8272,0.51241,0.607364,23.801042,90.383207
5,1.0,0.41155,1.0,0.68632,36.6802,0.24534,0.497706,23.812009,90.386594
5,1.0,0.39316,1.0,0.69164,27.848,0.38344,0.583783,23.815958,90.386405
5,1.0,0.52119,1.0,0.67607,47.1668,0.27234,0.691773,23.803314,90.384761
5,1.0,0.3561,1.0,0.67946,58.5636,0.10384,0.603069,23.813804,90.386923
5,1.0,0.43062,1.0,0.58284,20.0015,0.49798,0.683263,23.813076,90.384686
5,1.0,0.43451,1.0,0.71829,21.1935,0.15723,0.582501,23.815032,90.385704
5,1.0,0.40453,1.0,0.66682,42.3009,0.34971,0.587546,23.816837,90.387615
5,1.0,0.47153,1.0,0.59484,60.9509,0.10112,0.684762,23.816592,90.387424
5,1.0,0.37494,1.0,0.59694,41.9997,0.20526,0.677537,23.816298,90.387721
5,1.0,0.46297,1.0,0.60892,26.9983,0.14261,0.617003,23.816366,90.387427
5,1.0,0.46588,1.0,0.73159,58.6669,0.35742,0.628227,23.817239,90.386827
5,1.0,0.35442,1.0,0.67842,12.4855,0.10485,0.560115,23.813634,90.384295
5,1.0,0.47522,1.0,0.64711,51.552,0.31434,0.621065,23.808383,90.385825
6,1.0,0.58782,1.0,0.6409,29.847,0.56378,0.712725,23.820976,90.381449
6,1.0,0.61853,1.0,0.68163,21.5995,0.35678,0.66115,23.821166,90.379275
6,0.93805,0.60057,1.0,0.65134,9.2395,0.26719,0.667309,23.820452,90.374723
6,0.87809,0.57061,1.0,0.69168,40.7247,0.4111,0.711105,23.823765,90.371511
6,0.97192,0.65255,1.0,0.71639,26.0626,0.15677,0.569908,23.819774,90.382634
6,0.94214,0.60821,1.0,0.66248,18.5896,0.62115,0.700152,23.821103,90.37442
6,0.93872,0.58653,1.0,0.68296,44.0227,0.19067,0.604861,23.821382,90.374282
6,0.93536,0.59888,1.0,0.73498,40.8565,0.30585,0.677659,23.820006,90.374941
6,0.9331,0.55837,1.0,0.71317,29.7368,0.43732,0.665499,23.819604,90.37515
6,0.92803,0.66819,1.0,0.63874,23.9961,0.48185,0.714831,23.818751,90.375572
6,0.93059,0.59963,1.0,0.68102,62.1089,0.3106,0.73925,23.819191,90.37535
7,1.0,0.34014,1.0,0.6958,34.4064,0.49137,0.665554,23.821209,90.354988
7,1.0,0.42348,0.10591,0.767,64.5427,0.203,0.440008,23.84523,90.356204
7,1.0,0.45422,0.05036,0.70663,45.2695,0.0,0.37403,23.841021,90.356656
7,1.0,0.34588,0.16147,0.70929,52.6907,0.08814,0.501473,23.836361,90.354649
7,1.0,0.37668,1.0,0.77269,28.8064,0.32418,0.626821,23.820232,90.354604
7,1.0,0.34527,0.80036,0.66629,3.7398,0.31775,0.536838,23.819021,90.35354
7,1.0,0.37027,1.0,0.7539,32.3114,0.18046,0.582666,23.832471,90.360382
7,1.0,0.35903,0.18925,0.73504,14.8216,0.23292,0.423067,23.857081,90.34805
7,1.0,0.40348,0.05036,0.66759,16.3136,0.0,0.407759,23.854697,90.343266
7,1.0,0.40964,0.77258,0.7106,7.8483,0.46761,0.595864,23.829493,90.357032
7,1.0,0.35992,1.0,0.60053,40.3991,0.1853,0.534205,23.8288,90.359906
7,1.0,0.39264,0.02258,0.69153,25.8494,0.35892,0.40581,23.830802,90.332674
7,1.0,0.36358,0.02258,0.74044,72.898,0.25529,0.313653,23.83055,90.340592
7,1.0,0.37721,0.02258,0.69325,29.6596,0.4099,0.44951,23.831706,90.33971
7,1.0,0.31662,0.05036,0.76778,40.4658,0.30922,0.290035,23.834965,90.339551
7,1.0,0.4,1.0,0.85054,71.1045,0.29717,0.702867,23.849002,90.335145
7,1.0,0.40863,1.0,0.79026,0.0,0.21435,0.488445,23.848447,90.334804
7,1.0,0.46575,0.46702,0.69149,16.3376,0.2533,0.499836,23.821733,90.349903
7,1.0,0.42207,0.77258,0.67049,50.8982,0.42778,0.650645,23.82416,90.348745
7,1.0,0.49653,0.71702,0.75152,20.3847,0.39607,0.529473,23.824934,90.346207
7,1.0,0.39064,0.60591,0.69609,16.8724,0.29788,0.370549,23.825504,90.345706
7,1.0,0.38621,0.9948,0.72608,0.0,0.22244,0.515655,23.825034,90.34781
7,1.0,0.31142,1.0,0.78318,32.142,0.43883,0.615537,23.824899,90.349829
7,1.0,0.43833,0.13369,0.80096,32.1972,0.35938,0.390887,23.845304,90.341657
7,1.0,0.43344,0.13369,0.72085,28.085,0.41689,0.410395,23.845227,90.340728
7,1.0,0.39633,0.16147,0.81793,10.1451,0.45472,0.358193,23.849934,90.34237
7,1.0,0.45061,0.18925,0.75548,18.7492,0.26253,0.455731,23.848022,90.341602
7,1.0,0.40647,0.07814,0.78721,0.0,0.10632,0.383552,23.826483,90.344113
7,1.0,0.41649,0.02258,0.77028,28.1617,0.30826,0.324832,23.839498,90.350434
7,1.0,0.42747,0.4948,0.85858,19.4634,0.27894,0.397645,23.846988,90.339349
7,1.0,0.34503,0.35591,0.76316,12.2215,0.23992,0.466036,23.832322,90.356086
7,1.0,0.43064,0.02258,0.79028,21.0831,0.0,0.332461,23.83917,90.356077
7,1.0,0.35388,0.02258,0.65167,22.6473,0.17917,0.303911,23.836451,90.344691
7,1.0,0.35825,0.05036,0.71264,68.6169,0.35715,0.418918,23.834479,90.345478
7,1.0,0.45213,0.05036,0.84431,40.5457,0.20403,0.392049,23.836022,90.339382
7,1.0,0.34672,0.02258,0.83045,35.8293,0.30463,0.396926,23.838101,90.345047
7,1.0,0.44766,0.05036,0.67667,34.511,0.36159,0.425695,23.840422,90.344788
7,1.0,0.37742,0.02258,0.78179,45.1463,0.22549,0.370282,23.840242,90.346885
7,1.0,0.42011,0.02258,0.80244,51.0317,0.24602,0.355963,23.848916,90.349671
7,1.0,0.36241,1.0,0.69472,51.8295,0.5597,0.694264,23.826115,90.354357
7,1.0,0.36518,0.57814,0.73729,32.9282,0.36825,0.56736,23.823612,90.347876
7,1.0,0.39221,0.82814,0.7676,16.9326,0.32958,0.468057,23.82182,90.350794
7,1.0,0.43985,1.0,0.76841,69.9515,0.19692,0.665121,23.823313,90.351721
